,text
297,Unlike #HS2 which came 34th out of 34 in a survey of manifesto priorities for the Tories on @ConHome  -  so very very bottom of the class https://t.co/rHTzmhLHmn
298,Survey: #HS2 is the Least Popular Policy Amongst #Conservative Party Members. https://t.co/BVSCxLBRD2 #GE2017 #GE17 #StopHS2 https://t.co/2mfgGpM2eR
302,#HS1 Statistics are not a 'survey' it is an illustration of a process (flawed) https://t.co/c9L08IB2YK #HS2 may follow same pattern https://t.co/XxMupniWqr
305,You're quite right - it is unscientific but plenty of people other than Tories would have responded to try to influence next govt #HS2 https://t.co/puFfekODos
308,"British Bullshit train, A  Bullet shot right through the UK foot #HS2 £54Billion and counting. Who make it? https://t.co/uWwu3w0aJD https://t.co/RWJ0sTxJV4"
310,Presumably Scunthorp residents would be even happier if £54Bn #HS2 was scrapped and proper inward investment made into the region and steel https://t.co/ptIIed5BnF
315,The Dome was built using public money with no real purpose in mind (big baby?) then sold off at a deep discount to private enterprise #HS2 https://t.co/GmvTpAKfAG
318,"#HS2 will certainly transform Areas of Outstanding Beauty, Ancient woodlands, communities. Seems to avoid existing 'transport corridors' https://t.co/zRQXpTgAdS"
319,#housing #pollution #NHS all in crisis but £56billion on #HS2 is priority? These Trees and green space in Euston Square to be destroyed https://t.co/vkOLuMnGPr
320,Fears #HS2 will destroy rare habitats and livelihoods in Leicestershire. And then the residents have to get to Toton to even use it https://t.co/UnYoucthRX
321,"Ian, #BullyPaul is now making out that he is almost a martyr for the #HS2 cause and no one else has suffered more!! What an egotist https://t.co/ebOoVXPPdY"
323,Hi Timothy. How are you intending to protect #Camden from #HS2 which your party backs along with the other main two? #PrimroseHill https://t.co/s1Wp19wBX0
324,Whole project is a massive waste of money and ignores other ways of solving whatever is the quoted purpose this week of the project #HS2 https://t.co/wUpmnh0xbE
326,Who is king in the world of the blind when there isn't even a one eyed man? #HS2 @PhilipHammondUK  How much did you say Phil? https://t.co/lAeNIsoxFQ
328,1/2 This package to plug #HS2 into the #WestMidlands transport network will add £1.57bn to the official £55.7bn cost of https://t.co/VifX5X7dpu
329,"Surely #HS2 will have the same effect on e.g. #London #Birmingham, #Derby and #Manchester. Don't they cancel each other out? https://t.co/1M9SdmJ0jw"
332,Course it should not! Obscene waste of money! Next Transport Secretary your first PRIORITY TASK to DITCH #HS2 forthwith https://t.co/jt4KRuokDU
333,https://t.co/9GCD1lKOBY Here's what High Speed Trains in Italy teach us - conduit for graft and corruption - in Italy that is #HS2 =£54Bn https://t.co/svI19qkY2a
338,"Well that,s interesting too since #HS2 is the biggest landowner now in Chiltern hilltop villages so there are loads of rental properties https://t.co/h8h4Coj3Xl"
339,I think you're missing my point - was tweeting in reply to @CherylGillan to highlight effect of  #HS2 - not bothered about the Labour policy https://t.co/h8h4Coj3Xl
340,Headline news for #BBC #WATO ? Not likely ... how bout #schooldinner math #Mayhem? The chancellor's #HS2 £20 billion gaffe?  No?\n#BBCBias https://t.co/1pfp2gGvD9
341,"Just been looking for @bbclaurak'a tweets on Tory balls up re #HS2 costs &amp; the magical 6.8p breakfast from #TheresaMay, but silence! https://t.co/kcShDT6vCx"
345,What about Tory Supported BOMBSHELL called #hs2 that will cost the Country £56Bn to £200Bn &amp; £2.9Bn subsidy each year for 60Yrs Cancel #hs2! https://t.co/yCPxb6kqsv
349,People are using coaches to travel instead of #HS1 which although heavily subsidised by taxpayers still too expensive #HS2 https://t.co/OrRg2UzwLi
350,Hallelujah Helen ! We're right behind you against @AJonesMP and his £80bn High Speed Folly #HS2 @flynnhc @BBCLookNorth @itvcalendar https://t.co/17JLfvwYfb
353,Well #HS2 insiders telling the truth and leaking a cost of not £17bn 2010 Not £32bn 2014 Not £50bn 2015 Not £65bn 2016 BUT BUT £200bn 2017 https://t.co/Ssk2oUxboe
354,Until Politicians are held fiscally &amp; legally responsible for decisions like #hs2 they will spend the publics money without responsibility. https://t.co/q7OiqjiTK5
356,#who is taking #ourmoney for our #infrastructure? #NHS vs #HS2 #schools vs #hs2 #police vs #HS2 #socialcare vs #HS2 #roads vs #HS2 https://t.co/004aK6kV4i
357,Did you ask Transport Secretary Chris Grayling to re-think impact of #HS2 on home-owners in Wakefield District @antony_Calvert ? https://t.co/Yduu04B95Y
361,Bizarre since #HS2 construction put back yet again until 2018 earliest. #HS2 lowest on Tory manifesto survey - rated 34th of 34 policies! https://t.co/pvVWmno3o8
365,Why don't they start the search to actually justify spending £52Billion on #HS2? They haven't found it yet &amp; its been 9 years and £2Bn spent https://t.co/GbRserawWL
366,"Correct, I completely agree, but you do have to make choices with Public money. Puddings for 'friends' - #HS2, or schools, nurses,etc https://t.co/jLDmzzR1lW"
367,"Not 'emotive' to want a fairer society that looks after the sick when they can't pay,or the poor who can't pay for education. #HS2 a leach https://t.co/hefVFno4tE"
368,Its a question of proportionality Mr G - what sort of society do we want? To my mind #HS2 does not contribute in these times of 'austerity' https://t.co/X7Me1wrF7Z
369,"The only one against Trident  JC (Jeremy Corbin) not the son of God. Hinkley Point beyond comprehension, like God. #HS2 is comprehensible https://t.co/mO8rK1r8Lz"
370,"Money is the root of all evil, the bible tells us so. Without £54Bn of Public money up for grabs would there be such  lobbying for #HS2 ? https://t.co/u7fi2YUOMZ"
372,"Here's an idea: Stop #brexit, stop #HS2.\nFunding crisis sorted:\nFund #NHS, education, public transport, welfare, emergency services instead https://t.co/gB9etapja5"
373,Did Chancellor (Ex minister for transport)  lie or is he simply incompetent - which is worse? both show public money not in safe hands #HS2 https://t.co/92XQMFES8D
374,Good interview putting #Hammond on the ropes considering hypocrisy cf @UKLabour spending &amp; #HS2 More proper journalism please! @BBCr4today https://t.co/kUDYsq4klh
375,"Our head money man! Doesn't know the financial cost, cares less for the #environmental and #opportunitycost #GE17 #HS2 https://t.co/LqjpJ4tP8U"
376,And we all know it will probably be twice that and some... and what about Labour extending #HS2 to Scotland - anyone costed that one? https://t.co/t4dSyf9dff
378,Has #Hammond lost control of the public purse strings or just #HS2 #Nationaldebt #Stoke #Northampton #ToriesOut #Registertovote #Ge2017 https://t.co/4PhE20bDAg
379,Interesting meeting this morning with local residents &amp; businesses to discuss the impact of the proposed #HS2 shaft at Alexandra Place West https://t.co/xFyBi7r8Gd
380,"Yeeees, yeeees! @BBC doing our work nicely..\n\nPlease ignore @PhilipHammondUK underestimating the cost of #HS2 by £20bn...\n\n#StrongAndStable https://t.co/pvXUtHyE0E"
381,#HS2\ncosts £1million for every minute saved on the train \nSaves just 30 minutes and it will then be owned by a corporation\nStrong on stupid https://t.co/U0GqqkbCQe
382,"HEADLINE NEWS #Hammond makes £20BILLION error, far WORSE than #Abbott Can't trust the Chancellor! #ToriesOUT #VoteLabour #HS2 #GE2017 #JC4PM https://t.co/2ILJEUeFBF"
383,No wonder. Costs are spiralling OUT OF CONTROL.\nHow can you keep up with so many\nSNOUTS in the #HS2 trough?\nHS2 needs dumping @Theresa_may https://t.co/9na7sPQadm
385,Ed Balls ( remember him) said as shadow chancellor #HS2 cost was under Labour scrutiny that's when it was £20bn less than todays £54Bn https://t.co/yvmNr8YNy6
386,#Barnsley people are neglected by the #LibLabCon. Fund social services or #HS2? #priorities. @UKLabour - for the few not the many. https://t.co/rhJwXzcfRN
387,Especially as in this post #Brexit world and looming skill shortages we need to know the impact of these 2 factors on #HS2 costs https://t.co/sA1IqW4Zmx
389,"If you like the idea of an aspirational society, you could not object. Unfortunate historical commitment #HS2 notwithstanding. #VoteLabour https://t.co/eiPuCirkBx"
390,"For Hammond &amp; McDonnell, promising to cancel #HS2 must be tempting: suddenly £30+bn extra in budget &amp; many happy voters. https://t.co/kfJ4My9Oxf"
391,That the £54Billion current (claimed) #HS2 budget or the £32Billion Hammond confused budget - either would give scope to improve many lives https://t.co/RjeVi99gmp
392,"Not stricty true, when flogged off (sorry leased) at a vast discount to cost #HS2 will be a massive commercial proposition for 'somebody' https://t.co/xCIIGiQ2wE"
393,"Has this the makings of another #HS2 #BallsUp with, it seems, the wrong people being sent #CompulsoryPurchase letters!! Imagine getting one! https://t.co/djenzdR4Ug"
394,"Where's the media storm on this? #HS2 is a MASSIVE project, and yet #Conservative Chancellor #PhilipHammond got muddled on the figures. https://t.co/k2vBdalIHs"
395,Today in #StrongAndStable\nMay flunked basic fact about the £\nHammond got #HS2 cost wrong by £20 billion\nBoris flogged booze in a Sikh temple https://t.co/m8GRr4gfps
396,*@PhilipHammondUK : Sums wrong on #HS2\n*@AmberRuddHR : Sums wrong on police pay\n*@BorisJohnson : Offends Sikhs\n\nWrong &amp; Unable! #GE2017 https://t.co/fuVGFSC1lx
397,What else could we spend £56 BILLION on?#HS2 @labourpress @UKLabour @PhilipHammondUK @LBC @GuidoFawkes @Number10gov @ConHome @jeremycorbyn https://t.co/8EjHSmT5Jf
398,"Ernie, What planet do you live on to say ""costs don't matter"", so there should be no financial controls over how much #HS2 costs? https://t.co/Uvcdlhjekp"
399,*@PhilipHammondUK : Sums wrong on #HS2\n*@AmberRuddHR : Sums wrong on police pay\n*@BorisJohnson : Offends Sikhs\n\nWrong &amp; Unable! #GE2017 https://t.co/jOyHl4R3kY
400,Yeah #BBC why aren't u making a big thing about #Hammond &amp; the missing £20bn? @BBCNormanS @bbclaurak @BBCr4today @afneil @AndrewMarr9 #HS2 https://t.co/V1C8xaGtzA
401,"Well it could, but no doubt more public funds will be needed on top of the £54Bn that will run out by Brum according to #HS2 experts https://t.co/Rf7cMNQdUW"
402,https://t.co/P7nYnx7VEM Former member of #HS2 challenge group resigns over 'made up' KPMG figures' issued by promoter https://t.co/fZoOIUnY32
403,Let's spend money on #HS2 but let's cut police numbers. @Conservatives a threat to  national security! #ManchesterArena #ManchesterBombing https://t.co/bDVGLRHLfH
405,Estimated Economic gains (NB Estimated) do not set off massive environmental  and social losses arising from #HS2 which are valued at £0 https://t.co/5GNeBfAraF
406,HS2Ltd 'Stasi' monitoring social media for what is said about #HS2. Presumably more tax-payer money will be used to counter the objections! https://t.co/QblNnLAQmA
407,#wtf?\n#HS2 is nothing more than a transfer of #TAXPAYER funds to chums of @number10gov et al.\nScrap it before it's too late @Theresa_may. https://t.co/vTaLZbaiWM
409,Is there no bottom to the money pit for this project? Meanwhile austerity bites into all essential services affecting millions. #HS2 https://t.co/oupVBHi9lB
410,Train journeys to London are getting longer. Failing to invest in existing network to justify #HS2?... https://t.co/YR8AUebcf9
414,No matter who is in charge this view will always be stunning. \n\nOh no sorry #HS2 https://t.co/tRH3eTGGJ1
417,"Air quality threatens health, government inaction poisons our children, #HS2 makes it worse. @Keir_Starmer @AQGOST group @CamdenCivicSoc"
418,Hope away - there is no money for Crewe in the #HS2 Budget which will be sucked dry by the time it gets to Brum https://t.co/ReTFC4tqb0
422,Rail upgrades face cash crisis after Treasury claws back £2billion https://t.co/ebBIHguquE #HS2
423,Meanwhile #HS2 squanders £Billions in Camden How skint schools have been left begging for help from parents: https://t.co/3VtjQZXz7B
428,Facts matter not when fabricating fake #HS2 news https://t.co/ITdwbTYBzV
429,"Indeed, so scrap #HS2 and spend cash on more beneficial Northern infrastructure https://t.co/gF1W59qi3F"
431,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
434,The #hs2 affect https://t.co/S3WSRFN0iG
435,i.e. £BILLIONS more on top of the outrageous bill for #HS2. https://t.co/OMbI9AewPP
439,Are HS2 demanding access to your property? https://t.co/ka3sXnGTK5 via @jon_trickett #HS2
440,Anti-HS2 party @TheGreenParty makes gains across England #HS2 https://t.co/KiAzfvXQI0
447,Anti-HS2 @Mexborough1st get 86% of the vote ! @BBCSheffield @BBCLookNorth @kevin_larkin #HS2 Take that @HS2ltd https://t.co/A1y8pWrOtW
454,The Gravy Train sinks to a new low! Education Manager wanted to brainwash school kids? Hitler would be proad. #HS2\nhttps://t.co/PDZ5f0CuWL
459,The BBC’s Laura Kuenssberg just called #TheresaMay a liar https://t.co/iByO4ip0mD via @thecanarysays #Maidenhead #Toryelectionfraud #HS2
460,What possesses these people to endlessly tweet opposition to #HS2? Have they no common sense?
462,#r4today odd isn't it? Public amenities like pools are not worth keeping open but London centric garden bridges and #HS2 vanity projects OK
465,If Fraud is proved then McNaughton will be going to jail for this statedment! #hs2 https://t.co/94RQnhDVSF
466,Conservatives and Labour insist on wasting billions #HS2... https://t.co/qCC3q989el
468,"1/2 Some insight offered here on the real impact of #HS2 on #Camden ""Money spent on defending people against HS2 devastation is no waste"""
470,SCRAP #HS2 SAVE £80 billion job done.SOPHIE RIDGE = #TORYSHILL https://t.co/R0sF1PRSWM
472,#HS2 attacks critics and journalists reporting on the projects failings... https://t.co/Vs8BnN3Rr6
474,I have been to Euston with others and clickered passenger numbers. Once the fares drop there is a stampede #HS2 https://t.co/8g6CzNkco2
478,Hope it has extra wide seats for the wider passenger like #HS2 which is taking the capacity issue literally! LOL https://t.co/gkdnpAZ16y
479,Today's post from @HS2ltd. Am I really meant to read all this?  #deathbypaperwork #hs2 #manytreeshavedied https://t.co/iVcXgTOAjL
480,Rail modernisation = 10% fare increase for #Manchester....think what #HS2 will cost! @AndyBurnhamGM @AndyMcDonaldMP https://t.co/TPxceA0DGz
482,#HS2 contracts ‘not possible’ to win without improving diversity https://t.co/vp4WxcWdkD
483,Inconceivable that the Gvmnt can continue with the destructive £100b #HS2 folly when 99% of the country is against it. Major scandal brewing
484,"While £60b+ #HS2 exists there is NO justification for tax rises, cutting vital services or austerity. #theresamaypm #tory #conservative"
486,In the space of 2 minutes #HS2 critic @JohnARead shows he hasn't a clue about its cost. Windbag. https://t.co/EjYTOjJVjB
488,What could #HS2 pay for? #GE2017 #GE17 #StopHS2 https://t.co/MxAn4sFF1x
489,A luxury train #HS2\nBoth Labour &amp; Tory support you\nWhile rails in a mess\nNo funds 4 NHS\nOur MPs should ride in the loo!\n#NationalLimerickDay
490,Early problems with #HS2 https://t.co/aJSSM7MKn7
491,1/2 Yet another warning that #Brexit may affect #HS2 as it may make worse a #SkillsShortage already apparent in #Electronics &amp;
492,"Social engineering too:\n""HS2 contracts ‘not possible’ to win without improving diversity and inclusion"" \nhttps://t.co/MTNqoHeQRn #HS2"
493,Labour &amp;amp; Conservatives Mistakenly Remain Set On HS2 https://t.co/jbkIy0QMJO via @stophs2 #hs2 #stophs2  Hear view of the people STOP HS2
495,&amp; #HS2 - just #where are #tories getting the money for that from if they can't get it for the #NHS ? https://t.co/1KXnJr1CbV
497,#Chancellor #Hammond got his sums wrong by £20bn #HS2 https://t.co/BTzA8cNl6h https://t.co/NscLOG96zF
498,Chancellor of the Exchequer Philip Hammond reveals the true cost of #HS2 https://t.co/w8dSNdC9QB  And its shocking!
499,What is the true cost of #HS2 ? Chancellor Hammond reveals all https://t.co/w8dSNdC9QB https://t.co/A4cgXLsgK1
500,True cost of #HS2 will blow your socks off https://t.co/w8dSNdC9QB https://t.co/tKFEmvvNVK
501,Can you imagine if a major #politician stood up &amp; said we are going to review our spending &amp; cut non-essential waste #HS2 #ForeignAid #GE17
502,#torymanifesto Chancellor Hammond reveals how much he thinks #HS2 will cost https://t.co/w8dSNdC9QB
504,Go Green or Go Home! #hs2 https://t.co/dAXpdUB63Y
510,AAARGH! Never mind #HS2 - this country would get a better return on getting three bloody G on mainline trains just for 5 minutes straight! 😡
511,Chris Grayling argued yesterday #HS2 is needed to take freight traffic off the roads; Not according to Network... https://t.co/6FDcIBdt0D
515,Our chancellor Philip Hammond covering himself in glory over #HS2 costs....just the £20bn short. https://t.co/BSLlvAhXjM
517,More info here supporting the argument that #HS2 is a bad deal for anywhere in the #UK outside of #London https://t.co/kJek1tomsP
518,We had issue with banners removed by company with #HS2 vested interest. Want taxpayer money at any cost.            \nhttps://t.co/wczT8cbG6z
519,"A message from Stop #HS2 Trowell, join them on their March tomorrow which starts at 10am\n\nIt's the March... https://t.co/XMu7n5Ir8O"
521,"1/3 By 31/3/16, #DfT had spent an additional £115.4m buying property and land for the #HS2 line. This brings out running #HiddenCostofHS2"
522,Is it a Cookoo clock to represent the £54Bn taken out of the nest by #HS2? https://t.co/OogHIhBw5S
523,It's possible @PhilipHammondUK got confused about the cost of #HS2 because it has been revised upwards several times https://t.co/QfjtN1O6Is
524,#Trident &amp; #HS2 OR #NHS &amp; public services? YOU decide the MPs who chooses how to spend YOUR taxes.\n#GE2017 \nhttps://t.co/mYUwyDWUaY
527,Tory Manifesto “Will Continue” With HS2 as Hammond Forgets Costs https://t.co/P2dn6PpVWK via @stophs2 #hs2 #stophs2
528,Anyone who believes #hs2 is a good idea has never travelled east to west on our Victorian railways. Spend the money elsewhere please!
530,Scrimping on school meals for our youngsters &amp; shafting the elderly. Ok to blow £56bn on #HS2 though! Shame on you @Number10gov @ConHome
531,"Hammond ""forgets"" how much #HS2 is set to cost! https://t.co/EZxu65t07y"
532,#HS2's environmental destruction continues into Phase 2 https://t.co/0xSCkIb5Vf
533,Philip #Hammond gets cost of #HS2 wrong by £20bn in radio interview. #winterfuelallowance #pensioners #tories #GE17\n https://t.co/QiDGgxmLN3
538,UKIP Manifesto: Costs of HS2 https://t.co/hSGxCChM0w via @FullFact The fact is - they made it up! Build #HS2.
541,Hurrah for #CityAM After all #HS2 has virtually no popular support. Vested interest subsidy suckers in raptures https://t.co/jAf7YCvdFQ
542,UKIP launched their election manifesto yesterday and have pledged to scrap #HS2 https://t.co/TpEY8Mxhow
543,#HS2 (especially when everything else at breaking point)   Britain can do better than a £50bn train line https://t.co/e0dFhnEHku via @CityAM
544,Britain can do better than a £50bn train line #HS2\n\nhttps://t.co/GuWNoRMQBG via @CityAM
545,#HS2 Britain can do better than a £50bn train line https://t.co/IX9ShPpfFq via @CityAM
546,Britain can do better than a £50bn #HS2 train line https://t.co/IX9ShPpfFq via @CityAM
547,Money spent on commuter rail in the SE non on £54Bn #HS2 Boondoggle that enriches rail manufacturers https://t.co/Ydfa6PAAL1
548,Will this sort of thing further delay boarding times for #HS2 and negate any speed advantage? https://t.co/balEL5D0Bz
550,Now make a U turn on #HS2 Teresa May’s welcome U-turn on an ill-conceived policy https://t.co/L8bd6kgwkm via @FT
551,Politicians and civil servants have failed us on #HS2 \nhttps://t.co/cftIu0dKKg
553,Politicians’ and civil servants’ have failed us on #HS2: https://t.co/swodlu4Zl6
554,"#HS2 is not the way to spend £52bn. It is a costly legacy of the previous two ""incompetent"" governments....https://t.co/E1EYGpXeOB"
556,#NHS please.\n#HS2 is a bottomless pit with no prospect of anything useful coming out of it.\ncc @Theresa_may https://t.co/XvpUrEnM84
557,"every time I read something like this, I think #HS2 https://t.co/LDymsNlIpd"
560,https://t.co/84fG7im0C7\nSince March 2010 those opposed to #hs2 have said that there are better things to spend £56+Bn on &amp; NOT 1800's Tech
566,"#HS2 is not necessary to meet future commuter demand from Milton Keynes, Dacorum, and Three Rivers https://t.co/gkKPPq2EPP"
567,Day one starts in less than two hours. Lord save us. #HS2
569,".@BBCr4today #r4today still time to cancell ludicrous #HS2 boondoggle. Improve, reinstate current network. Remove swingeing franchise price"
571,HS2 to make BIGGER seats as passengers are getting FATTER https://t.co/9C4q3AmhpR The train for all shapes and sizes. Build #HS2.
573,Has Mace been given the Houses of Parliament refurb contract to keep them quiet after the #HS2 CH2M conflict of interests contract scandal?
574,"#HS2: CH2M contract one-off session - UK Parliament : No Transcript,  Inquiry Closed https://t.co/VwEtEmO0F9 via @UKParliament"
577,When subsidies exceed or equal fare income there is something very wrong \nhttps://t.co/YsJWi5UGqh\nAnd they want current numpties to run #HS2
579,Smokers and obese patients face more curbs on #NHS surgery but #HS2 caters for fatties: https://t.co/pXEsC0mvPI https://t.co/jQ2oLMPcqC
580,Merely asked a question LOL - of course I don't think the can be connected..... haha #HS2 https://t.co/2bQGytp5ML
581,Thank goodness that we spent (sorry invested) £Billions on red telephone boxes and Diesel buses 15 years ago #HS2 https://t.co/lFVqkoLAsF
582,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
584,The choice is clear.....it's #HS2 or #NHS #HousingCrisis #MayDay2017 https://t.co/q8QXPEao0k
585,Ever so convenient that @UKParliament sees fit to close of an inquiry into CH2M and conflicts of interest! #hs2 https://t.co/cvLb846HZL
590,"#Hs2 Ltd is crooked, incompetent and populated with overpaid fools who will cart taxpayers to Hell in a handcart. I can see why MPs like it"
591,"If #Hs2 does cost us £200bn+ and we all know it will, then every household will have to find over £10k to build it Jesus are we that stupid?"
592,"If Richard Branson couldn't make the 'little red' air service between London and Manchester pay, no demand, why would you build  #Hs2 ? DUH!"
593,Is @theresa_may running scared from public? Refusing to visit one of the safest @Conservatives seats in U.K.? #HS2 https://t.co/y6dhT1fqTe
594,£200bn+ of taxpayer cash is up for grabs with #Hs2 Those with most to gain will make the case and and leave the rest of us to pay the bill
596,"Why are the media so tacit on the #Hs2 great train robbery? £200bn, yes,£200,000,000,000!) of public money going up the wall of corruption."
597,No flights between London and Birmingham. Few fights between London and Manchester or Leeds either. We need #Hs2 like a fish needs a bicycle
598,"iT IS QUICKER , CHEAPER AND MORE ENVIRONMENTALLY FRIENDLY TO FLY THAN BUILD #hS2 - AND A HELL OF ALOT CHEAPER FOR THE POOR BLOODY  TAXPAYER"
599,"When it gets this abusive, you know you you are on to something! #Hs2 is so desperate it will attack anything that moves. I fly a glider!"
600,"I bet she drops the the crooked #Hs2 boondoggle! All the the crooks and snails will have to crawl back into their holes, where they belong."
602,The true opportunity cost of #HS2! https://t.co/2g2j4T2huk
604,Scrap #HS2 to pay for the #police? Jan Zeber of @the_tpa explains the context in @yorkshirepost https://t.co/IMzIo1XCTg #Elections2017
605,Our #misery = #americanprofits from #our #taxes #uk #austerity #NHS vs #HS2 https://t.co/sZPZjt1u2v
606,Add to this #HS2 is going to require massive local funding from ratepayers - lower services higher local taxes https://t.co/owdQ15s38T
608,"More publicity for this issue:""More #AncientWoodland threatened By #HS2 https://t.co/LdOA2SL9I9"
611,https://t.co/36r4A8gFoj #HS2 costings taken apart bigtime https://t.co/rkUD6YwFC1
612,Fears of UK drought after months of low rainfall so why no North South water Pipeline instead of #hs2? UK still has a poor Fibre network.
613,"Instead of upping taxes, how about stop fucking off money on shit like #HS2 or Thiefrow expansion? Corps want it, corp pay for it. #bbcdp"
615,"Fast line in 20 yrs #HS2 or Thin Blue line now? 300,000 criminal investigations ‘abandoned due to budget cuts’ https://t.co/n4DP1Yrq3a"
616,#hs2 @camdentalking says “we’re concerned government still assumes homes in urban areas will be less disrupted than those in rural areas”
617,Not though the soldier knew #HS2 HAD BLUNDERED https://t.co/eUYteaHN3V
618,"Less capacity, as it’s confirmed #HS2 is a fast train for fat cats https://t.co/OFEEvQXeYj via @stophs2 #StopHS2 https://t.co/jw6mJqrE5N"
620,"Now, after the Garden Bridge, we need to get rid of the £54Bn #HS2 Garden Path to Brum which we are being led up https://t.co/a9m0PhwNxX"
621,The case for #HS2 blown wide open! It's now clear #hs2 is a fat cat train for fat cat executives! @johnmcdonnellMP https://t.co/rK5ETQ9M71
622,Mary Creagh set to lose her seat! Not just EU.....voted for #HS2 despite 75% of constituents #Wakefield against it!  https://t.co/mlSG0xfVWY
623,I am getting the feelling as to how you might argue with your wife Mr #HS2 G. Poor woman ! https://t.co/IJHPMyYOJA
624,"#NHS overwhelmed by the consequences of obesity - #HS2 catering for it, apparently. Funny old world https://t.co/eAMzsDlmjS"
626,At last #HS2 come up with a phase 2 route which does not demolish people's homes ... https://t.co/nTvMFfXE3F
627,What are the odds of this coming to fruition before #HS2? https://t.co/YJ6VzuSTg2
629,Camden Residents Continue to Resist HS2s&amp;#039; Green Space Destruction https://t.co/abLTp5QKBZ via @stophs2 #hs2 #stophs2
631,Pollution levels set to soar as #HS2 cut down the green lungs of Camden... https://t.co/NKtX9WIOzh
632,"Another #HS2 #BallsUp?: ""HS2 Ltd to retender £9M framework"" @ https://t.co/yx8at17nmO\nCan't read it, not a subscriber"
635,"QUESTION: What would be the economic impact of spending £55,000,000,000 on tech and skills instead of #HS2? #TheresaMay #electionissue"
637,If the team need funding there is £54Bn #HS2 money that could be better spent https://t.co/2ulVKT6HN7
638,#HS2 89% of these people don't want to travel between #Manchester &amp; #London in an hour.\nIt's not too late to vote.\nhttps://t.co/sF4nYkt6sk
640,#HighEnergyPrices #Motoring #HS2 #Windfarms #FuelDuty #PetrolPrices #Tax All things tht Rip Us Off #WhoWantsMyVote #Ge17 #GeneralElection17
641,"1/2 If the number of freight pathways can be cut by 50%, where does this put arguments that we need #HS2 to free up more space on the"
642,"Paul, you even upset the pro #HS2 lobby!! https://t.co/oB8rmEHedL"
644,Let's build #Houses on the land #HS2 expropriated.\nWin-win ! https://t.co/HVKzszqBKo
645,Like the Millenium Dome? #HS2 inspiring? who wants to pay tax for that? https://t.co/4cdKAneG2y
648,Politicians looking to hike taxes to raise money for public services when #HS2 have spent £350m buying up homes so far #election
651,#HS2 #Faces #Call for an #Inquiry over #Massive #PR #Expenses - - https://t.co/L6Ipu28ZUd https://t.co/EigzcQ2HSu
652,"Britain has 12,000 miles of potholes.\nWhy are we spending £56 billion on #HS2? @transportgovuk"
655,Crisis in our NHS and more cuts to police officers so let's spend £56 billion on #HS2 Absolute madness @NickFerrariLBC @LBC
656,HS2 faces call for an inquiry over massive PR expenses https://t.co/mWIWSrb7DJ via @MailOnline #HS2
660,#HS2 faces call for an inquiry over massive PR expenses https://t.co/SH6YKG6rvS via @MailOnline
661,Forget the PR lies and spin. #HS2 is a model of modern government corruption. Vested interests stealing public money https://t.co/dCq7vL8cwW
663,An FoI request in to #HS2 PR expenses reveals that £51.69 was spent on a guide to the Freedom of Information Act.\nhttps://t.co/OPEePTkXiw
666,Our friends in the Stop HS2 were out on Saturday protesting over the destruction #HS2 will bring to our area.... https://t.co/6wkkFTVXoE
669,#DementiaTax ads.....hmmm.....this is just allowing the story to run &amp; run when they should fund by cancelling #HS2! https://t.co/ngKQtT8PLX
670,#HS2 faces call for an inquiry over massive PR expenses\nhttps://t.co/5NGSDjpgFD \nYet again HS2 shows utter contempt for taxpayers.
671,Looks like Mays campaign is coming apart at the seams.....she had better cancel #HS2 pretty sharpish before she loses #GE2017
672,More coverage of the Trowell Stop #HS2 march.... https://t.co/eKmAj9zgMh
674,#HS2 faces call for an inquiry after its PR chief spends tens of thousands on coasters and T-shirts ://dailym.ai/2rHEkLo @MailOnline #GE2017
678,Following on from earlier tweet RE: value for money... What happens when in-house #PR costs spiral wildly. #HS2\n\nhttps://t.co/XQsM7tR3Hw
679,"U-turn on #dementia tax (sort of). Time to rethink unpopular, poor value #HS2 #GE17 https://t.co/qXuYyr6c9U"
680,Its about time. Cover ups and deceit all the way. #HS2  #stophs2          https://t.co/N99z202v1z
683,And what about #HS2 @antony_calvert : £60bn of government waste you back and @MidYorksChamber opposes ! https://t.co/XpmMw03Xyy
684,#HS2 is the problem @Theresa_may.\nBillions of #Taxpayer cash going to YOUR CHUM'S pockets.\nWake up #Taxpayers. https://t.co/5QkP2VQDxO
686,"Of course, if she wanted to make a ""strong and stable"" U-turn then cancelling #hs2 would be a good one https://t.co/v1jHL146Th"
692,Let's hope she continues by abandoning #HS2 https://t.co/4N9hMEaYva
695,England will lose up to 50 Ancient Forests/Woods due to an unwanted #hs2 Why is it Politicians wont listen to public &amp; admit their mistakes
696,#hs2 is going to chop down all the trees in a Camden park. Someone's put scarves round them. https://t.co/uLVzJibu91
697,"Bastards - #HS2 that is, not the scarves knitters - they are the goodies https://t.co/0f93qGYjiq"
699,"New call for #HS2 Review, as it is Confirmed Previous Ones Say Secret https://t.co/oW0zi9Hont #StopHS2"
700,I thought the idea of #HS2 was to cut down the need for flying? https://t.co/bINQJanlk4
701,Birmingham Airport considers if it can get the Gov to spray even more public money up the wall #HS2 https://t.co/bINQJanlk4
