Text,Label,Sentiment
"Add Stoke to that - 1hr 20 mins to London, frequent trains, dying on its arse - shameful. #HS2 bypasses and will kill classic rail https://t.co/Jz6mBjm89B",0,negative
Failed #HS2 CEO was paid 2 million ? in 2 years including bonus for leaving #HS2 in a mess. Meanwhile #NHS starved of funds Austerity Fatcat https://t.co/obXmlTlyFk,0,negative
"#HS2 does NOT represent poor value for money. It represents INCREDIBLY BAD value for money, for everyone, wherever they live. https://t.co/KbnNfwxeO6",0,negative
NHS feeling the squeeze but the gravy train rolls on. #HS2 staff up by 313. Average HS2 employee costs ?95k pa. ?39m increase in 1 yr! https://t.co/3cKpRFa1J5,0,negative
#HS2 is the biggest scandal in current politics.  NOBODY wants or needs it.  WHY is it being forced through ?  Official vandalism &amp; ?waste https://t.co/WyechlsUhf,0,negative
"They have put up some scaffolding around a building that was going to be demolished anyway, &amp; they have made noise to keep people awake #HS2 https://t.co/60ZReMPDwU",0,negative
This is how ?60bn #HS2 will be paid for. There is no magic money tree.\n\n@UKLabour @jeremycorbyn should be ashamed for supporting #HS2. https://t.co/8bZYhOVTf5,0,negative
Well done!\n#HS2 needs scrapping.\nIt will be a waste of ?50BILLION+\n(FIFTY THOUSAND MILLION)\n#snouts\n#troughs\n#bullies\n#trolls https://t.co/Iq5uERidXr,0,negative
Wonderful for the densely populated areas around the airport. I'm sure the people who live there will thank #HS2 for the added pollution https://t.co/sA5g6PM8Uu,0,negative
#HS2 Ltd intend to publish invented figures about how they'll bring milk &amp; honey everywhere on Monday. Here's your bullshit alert. #StopHS2,0,negative
Why is British Public letting @theresa_may get away with spending ?60Bn/?130Bn on #hs2 &amp; letting people die because NHS not funded? WHY? RT,0,negative
4 yrs on and still all we get is fine rhetoric and disgraceful reality from Gov over #HS2  https://t.co/2HusNmkYwz,0,negative
"The interim boss of #HS2 is boss of a company bidding for millions of pounds of contract work, building #HS2?!?... https://t.co/oGwowlzFRD",0,negative
Forget #HS2 and Housebuilding EU citizens in UK fear for jobs ahead of Brexit talks https://t.co/mdAqAD8AHr via @FT,0,negative
So Gov steps in to save #Nissan..what about #steel?   #SaveOurSteel + why Labour complaining..they backed #hs2 steel be made abroad! #bbcqt,0,negative
DFT q's: ...what the annual budget for communication and engagement has been for #HS2 Ltd in each year since 2010 https://t.co/13wxDLXR10,0,negative
"The #Hs2 scam, is a con trick on the taxpayer. Millions are being fiddled, jobs for the boys and fortunes for the insiders. What a rip off!",0,negative
"While 270,000 people are having their lives and communities ripped apart....@AJonesMP enjoys being #HS2 Minister??? https://t.co/qL6hhEdc5J",0,negative
?305bn for #Heathrow #HS2 #Hinckley and #trident and no doubt this coat will rise. With an #NHS about to collapse and people using,0,negative
"If Gvmnt want to improve UK trade, spend ?60b on digital communications &amp; drag us into the 21st century. #HS2 for 20 min saving as insane.",0,negative
Billions of taxpayers money being spent on #HS2 &amp;now a 3rd runway at #Heathrow yet transport links to the Westcountry are still bloody awful,0,negative
"Decades arguing over a runway, and the disaster that is #HS2 demonstrate wonderfully how utterly useless the UK is at infrastructure.",0,negative
"What I don't understand is if #HS2 is the future for high speed links, why not double the size of @BirminghamAirpo ? #connectedstrategy",0,negative
I fear that the Government will today make yet another bad decision on infra structure.  #heathrowexpansion Just like #Hinkley and #HS2,0,negative
Hospitals before big boys' fancy trainsets!\n#StopHS2 #HS2 #austerity #saveournhs\n #savethenhs #nhs https://t.co/kpIv5MsMCF,0,negative
Have you read #HS2 Paul's  crazed bloggy wog? - that's not a real organ (of the press) either https://t.co/Ki3uq8n4Q1,0,negative
Will #HS2 connect with #Heathrow? If not cancel it and admit that all projects are for London &amp; SE #PowerHouse,0,negative
If the 'Rail Industry' did not receive vast Tax subsidy to fund the 3% of all journeys by rail - there would be no demand from the 3% #HS2 https://t.co/JJCkLeLXxB,0,negative
"Breaking - #HS2 flout 10 Commandments ""Thou shalt bear false witness"" ""Thou shalt not covet thy neighbours Ox nor his Ass - or his house"" https://t.co/qOZi6iodVX",0,negative
"Forward the Light Brigade,\ncharge for the guns he said.\nWas there a man dismayed?\nNot though the soldier knew\nsomeone had BLUNDERED #HS2 https://t.co/1lcQo7NiR6",0,negative
The only sure way to protect these woodlands &amp; uncounted ecosystems is to stop #hs2. Please sign the petition https://t.co/xbBCYfSv53 https://t.co/orGfMYzzBj,0,negative
#hs2 #unwanted #unneeded #obsolete. Causes #destruction &amp; #misery everywhere it goes &amp; #ambivalence at best where it doesn't. https://t.co/YxuL5dGFAr,0,negative
Some nefarious individuals see #HS2 as a personal cash machine. Problem is the bank the taxpayer and the cost is public service cuts. https://t.co/qqHxGleVWe,0,negative
Across the UK more than 700 ancient woods are threatened from developments like #HS2. Act now to save #AutumnColour https://t.co/OTLNNqufRO https://t.co/6wTWBa4N9j,0,negative
Do you have your head in the trough too? Strange that #HS2 choose to lie &amp; conceal so many facts but easy to understand why. #gardenbridge https://t.co/L1ZnWe6CZT,0,negative
I resigned from my Institution because it added no value. Only those with total lack of realism &amp; no economic sense could support #HS2 https://t.co/OTHMWBJUCG,0,negative
"If #HS2 is becoming mired in corruption around redundancy &amp; pensions at the beginning of the project, just imagine what lies ahead.\nlol. https://t.co/J9ha5LGE0A",0,negative
"By saying something is logical or a fact does not make it so Ben,  It needs proof and peer review - #HS2 has no leading Academic support https://t.co/tqtMYUUm9n",0,negative
One of the reasons 'Rail' is up Ordure Estuary is a lack of skilled labour #HS2 will exacerbate this - it stands to reason https://t.co/ZwdcUe4HBf,0,negative
"Ironically, throwing ?00Bn of public funds at #HS2 will create labour shortage in house building sector, drive up wages and house prices https://t.co/zaxhrUvB3P",0,negative
Join the fight to help save 98 #AncientWoods under threat from #HS2. Voice your concerns now! https://t.co/UN3OP5lOpc https://t.co/0O611fCtoS,0,negative
Capacity is pointless if the demand is not there. #HS2 / DfT refuse to reveal current demand. Signs that growth is stalling. Huge gamble. https://t.co/cYyGwFXUcn,0,negative
Is there no end to the problems at #HS2? If this were a private company it would have gone to the wall years ago. @CherylGillan https://t.co/HcsqC3yx5j,0,negative
"Don't forget #HS2 was specified to have platforms 6"" lower than current UK standard making access more difficult. EU standard. https://t.co/aZPuKtPbjW",0,negative
Sterling work on urban #hedgehog populations. Shame on #HS2 who couldn't care less about wiping them off the face of #RegentsPark #StopHS2 https://t.co/hDiJDasFM7,0,negative
"This statement is an outright lie from @HS2ltd. Last week #HS2 mtg Jared Brook of @RSKGroup said data not accurate,not verified with maps https://t.co/FpkygOHF86",0,negative
Is it now time for Rukin &amp; Gaines to fall on their swords (metaphorically)? Such abject failures to their lost anti #hs2 cause.,0,negative
Looks like a 'Ghost Train' to me #HS2 https://t.co/72lvW56g99,0,negative
Shows without a doubt that #HS2 is not 'on time and on budget' https://t.co/mnOhWVvoxb,0,negative
Interesting to read about a massive coverup at HS2. Outrageous that paying huge redundancy payments can be allowed. #HS2 #fraud,0,negative
"If #HS2 is so wonderful why does everybody want to sling their hook? Kirby, Munro, loads of others https://t.co/HIfcpWuxsy",0,negative
Vickie is facing losing her home due to #HS2 https://t.co/tjHmWno2S7,0,negative
And #HS2 spending billions every year already whilst destroying thousands of homes and communities! #StopHS2 https://t.co/4Bu5w4gOnw,0,negative
Dodgy dealing on redundacy and now misleading the DFT on property impact. #HS2 @pickardJE @GILLPLIMMER1\nhttps://t.co/pZ5QSF9VI7,0,negative
#r4today Profit over planning. New #HS2 fears as large crack opens up on land where train line will run\n\nhttps://t.co/Q98aK4BSa3?,0,negative
#hs2 fail to publish minutes.....just as the results of the horrific ground investigation studies are released! ?? https://t.co/jNb2PueLXP,0,negative
Now we DEFINITELY can't afford #HS2!!! Half a ?trillion goes 'missing'....\n#WTF #OMG\n\nhttps://t.co/7432QoMEvV,0,negative
Once in a lifetime is one time too many. Even #HS2 recognise they wouldn't get away with it again. https://t.co/EDZtDqdDfb,0,negative
Whilst #HS2 refuse to protect natural beauty of AONB they talk of importance of integrating art into the project https://t.co/TGaqKMP6DG,0,negative
Trust wants best outcome for wildlife after submitting #HS2 concerns  https://t.co/yVXgNIG229 BEST OUTCOME #SCRAPHS2 #STOPHS2 #VHS2,0,negative
Another colossal waste of money #hs2 #stophs2 https://t.co/qYq4Lx2JAG,0,negative
There won't be any quiet bits on #HS2 https://t.co/FN85VRf68k,0,negative
Tenants - Another Set of People Screwed by HS2 #HS2 https://t.co/yQwstWxnxO,0,negative
Nothing works in this country.\nCan't wait for #HS2 ??\n#delayed #overbudget #nothingworks #waste #taxpayers\nhttps://t.co/qoiTdMsX03,0,negative
"1/2 Is #HS2 just an expensive #JobCreation programme as #Construction activity decline?. See\n""Construction sector braced",0,negative
"Odd. Grayling says #HS2 isn't about journey times, but can only justify not electricifying to #Sheffield because 'it only saves a minute'",0,negative
Will be longer to get from Chester to Crewe than Crewe to London on #HS2 criticises MP on #TSC,0,negative
"On carbon budgets, #HS2 will still be causing increased carbon after 60 years of operation. #TSC",0,negative
How long must the people of Camden be made to suffer from #HS2 Good Lord ?(and I don't mean Adonis) https://t.co/OKkGLXI8zm,0,negative
"How can @PaulMaynardUK say #HS2 cost will be same in 5yrs? ?55.7bn is on 2015 prices, already out of date &amp; 2yrs late! @ITVCentral #StopHS2",0,negative
"Like Brexit, Impact &amp; Risk Assessments ought to be made public. Large crack opens up on #HS2 land. #c4news\nhttps://t.co/YK3A1DpZSo",0,negative
#HS2 must not #Pass https://t.co/U4P6p9RLF9,0,negative
"Funny how 'there is no money' but #Tories always find money for #Trident, #HS2, #Hinckley and other potty projects - and tax cuts!",0,negative
"As a Nation we lose far more with #HS2 than can ever, ever, be gained https://t.co/pkgAdpYfNR",0,negative
"Been there since the 1700s , being knocked for #HS2 which will never reach Manchester  https://t.co/FupllWLAoU",0,negative
Lovely to see all the people at the Beacons against #HS2 event!! With @caryatid9 @sparklerose46 https://t.co/TOSxK87WQ5,0,negative
"Julie Dore blows ?250,000 taxpayer money on #HS2 lobbying to make Sheffield a backwater then does this https://t.co/7jR7wHrSDK",0,negative
#HS2  can hardly say bad ground &amp; mines were unforseen. Everyone has been telling them for years. https://t.co/A4jGeJRtuh,0,negative
We can¡¯t wait for an electrified Transpennine rail link! Far more advantageous to #NorthernPowerhouse than #HS2 https://t.co/GoRIen8UyB,0,negative
#infrastructure questions and priorities  - shame #HS2 was never really questioned 5 years back https://t.co/kViXMRMGmK,0,negative
More utter BS from #HS2 that we are paying for! Watch ¡°HS2 - Safe at Heart¡± by @NuccoBrain on #Vimeo https://t.co/3LKWSTRpKI,0,negative
Corrupt projects like #hs2 are the reason UK public would vote for PR.....@Conservatives @UKLabour need to listen! https://t.co/gFHRFEhboM,0,negative 
What came first - the need for #HS2 or the desire to distribute ?Bns of Public Money backed up by spurious and ever changing justifications?,0,negative
Amazing when the rule of law overrules illegal executive action isn't it @HS2ltd ? @helenpidd @LilianGreenwood  #HS2 https://t.co/RvVOr8dMDk,0,negative
Easy. Desire to distribute the ?'s. #hs2 could never have been a serious proposition. https://t.co/gAFn5hEDiM,0,negative
"A consequence of someone comitting suicide #HS2 will not solve that, it's not the Samaritans https://t.co/66ZOvnEqT7",0,negative
Not to worry the govrnment .....sorry tax payer... will cover any extra costs... #HS2 https://t.co/5MVPWvzT7I,0,negative
HS2 Schedule issues before it even starts! #HS2 #pmsim #PMOT #projectmanagement\nhttps://t.co/sbYWeGPhKC https://t.co/gECVNscZkE,0,negative
#HS2 - Will this save time - No! Will fares be cheaper - No! Will it run on time - No! Be built to budget - No! Completed on time - No!,0,negative
Bids are now being sought for the Midlands #HS2 gateway contracts: https://t.co/Bv2rWlvi0B https://t.co/CNsDKPHkFA,0,negative
Brilliant idea.. used money thats earmarked for the #HS2 project (NO #HS2) https://t.co/xDco9qwEXw via @MailOnline,0,negative
#HS2 finance chief steps down after #redundancy scandal - https://t.co/7PsKHgWYC8 https://t.co/kPmcxl7rYj,0,negative
Another #PR consultancy tweet bigging up #hs2 I wonder how many taxpayers ?'s have been spent on these PR co's? https://t.co/dMfYSvtfhs,0,negative
We¡¯re improving green spaces in areas impacted by #HS2 construction. Share your ideas \nhttps://t.co/zZO4JEENbS https://t.co/rcXC933IXN,0,negative
The tip of the #hs2 scandal. https://t.co/zdocJFEKtH,0,negative
Theresa May has broken UK Environmental Laws. wrecked ancient woodland &amp; habitats &amp; pillaged countryside. #HS2 #NoConfidence in @theresa_may,0,negative
Save 200 #reindeers from #HS2 plans #care2 https://t.co/beVihDg8dl,0,negative
"Hitachi apologises after new service marred by delays, a breakdown, and water entering the carriage https://t.co/tmpRzTijFq #HS2",0,negative
No one has proved that #HS2 is important or affordable https://t.co/H7h8nG1Mhn,0,negative
#HS2 is 'quantitive easing' for vested interests - at the expense of the uk taxpayer https://t.co/yyLueB7brL,0,negative
"1/2 Local Plug: This reviews 5 yrs negative impact that #HS2 has had on the #HousingMarket in #NWLeics. See ""The effect of HS2 on the",0,negative
#HS2 is fraud in plain sight of the Nation but Parliament is blind.,0,negative
Call on UK ministers to #StandUpForTrees and protect #AncientWoodland. Take action now: https://t.co/8AXISB54mX #HS2 #WoodlandTrust,0,negative
"Apparently we need cash for #Brexit, #UniversalCredit, Public Sector Pay.....apparently we don¡¯t have any money.....ah....?100bn #hs2?",0,negative
Is somebody that thinks #Victorian technology is the future of 21stC transport! #hs2 #obsolete https://t.co/awbJdeRU6Z,0,negative
Cost of traffic jams rises to ?9billion a year: https://t.co/Rl7BVY0EfX \nYet the government is squandering tens of billions on #HS2.,0,negative
And silence again. No attempt to justify or reassure. Don't you just love unaccountable Quangos? Law unto themselves. #HS2. https://t.co/kMRp8Rkayo,0,negative
Hey not to worry #hs2 will still receive  lots of funding no matter the cost and to HELL with everything else including 3rd World Roads Services trying to cope and Councils with backs to the falling down walls. As long as #hs2 is OK nothing else matters. https://t.co/all4p6zShB,0,negative
"Isn't it strange that the same Politicians that are against Heathrow 3rd Runway for a multitude of reasons were happy to accept those self same reasons for #hs2.\nPollution, destroying peoples lives, environment, etc ALL apply to #hs2 100 times more than Heathrows 3rd Runway.",0,negative
#bbcqt #HeathrowExpansion #HS2 neither are of benefit of the people it's 25 train past to modern rail&amp; #HS1 proves this #Save10min?extra30% in cost Heathrow will just jam everywhere south London into a even bigger moving #Carpark money b more effective invest #RegionalAirRail,0,negative
"#Brexit means UK having to sign up to China's Belt Road hegemony - Kowtowing &amp; having China run #HS2 #Nuclear Power, China mass immigration &amp; no freedom to criticise human rights abuse and in Hong Kong to get a trade deal. China Military expansion  https://t.co/8ChPwvFHoE",0,negative
It is alleged that #HS2 officials may have misled both their own board and parliament. How can the project be allowed to go ahead until this matter is cleared up? https://t.co/JmmMYOL1gJ,0,negative
The key spinal rail infrastructure England  has extraction of taxpayer wealth and international  shareholder/country dividend as it's business model. Shameful. #HS2 https://t.co/Nz6PghnwCn,0,negative
"Isn't it so interesting that with its own money Manchester will pick the rational expert-advised investment. And when it has to beg to Westminster it will pick the ridiculous, expert-opposed white elephants of #HS2 and #HS3. Almost as if, surprise surprise, structure matters.",0,negative
"#HS2 has laid out plans to decimate Ancient Woodlands, old Urban trees (lung of the city in #Euston ) Areas of Outstanding Natural Beauty, endangered urban hedge-hogs, barn owls - the list is endless #rail #phaseone #London #Birmingham https://t.co/xyRdQUhA9p",0,negative
"Rates of home insulation in Britain have crashed since 2012. #fauxgreen #Tory govts. spending on #climatechange is clearly less important than vanity projects like   #HeathrowExpansion, #HS2 and #HinkleyPointC. https://t.co/UlPwTNqqzr",0,negative
Bit of a contradiction Jim that UK Companies are incapable of bidding for contracts at home and so have to go abroad #HS2 Why? https://t.co/0nvNtuzmpB,0,negative
"For a start Gillian you could stop the disasterous #HS2 in its tracks. It has splurged ?3Bn to date, #Euston is unbuildable within the budget and the rest of Phase 1 will use up all the money by Brum. Listen to the people not the failing so called 'rail industry' https://t.co/EvHN6zaabz",0,negative
"Cash needed for #NHS, tax rises looming, no police on our streets, but the #HS2 Gravy Train rolls on.  ?9k in cycling to work, ?10k for the gym, ?17k in Childcare Vouchers, ?180k in life protection.  Total spend over ?500 in March alone of ?137,192,043. https://t.co/cRUihd6DI5 https://t.co/uJm9ZfctzT",0,negative
Sounds as though Lilian has been deep in conversation with (unelected) Lord Adonis who thinks spending ?110Bn of National Resources on #HS2 is a worthy enterprise. Electric vehicles will improve air quality and should be subsidised. Stalinist imposition of #HS2  wrong agenda. https://t.co/g6kwUOO3dU,0,negative
Because the removal of European oversight will make it easier for UK Politicians and major UK  players (off shore) to control us poor saps and suck at our tax teat #HS2 https://t.co/RMC37T7fRz,0,negative
If #brexit is all about taking back control why are Chinese state run companies in pole position to run hs2 rail?\n#hs2 \n#rail \n#uk https://t.co/lFhawbwxcf,0,negative
#HS2 #Trains #Railways I'm starting to think our government is being controlled or paid by someone who wants to utterly destroy the UK and it's people. https://t.co/zEvElEyJS0,0,negative
The #greenwashing of #hs2 is like when you finish a project and realise you didn't think it through properly so you just cover it with glitter and hope no-one notices,0,negative
You need to start by axing #HS2. A recent FOI request reveals the train will need 67% more evergy than the entire  current GB network. It destroys irreplaceable ancient woodland (@BBCSpringwatch cites as one of our most important habitats) and numerous SSIs. It kills barn owls. https://t.co/fQwpBo2urU,0,negative
Chinese Consortium are front runners to run the West Coast rail franchise which will include HS2. What the hell has happened to this country? #HS2,0,negative
"1/2 #HS2's potential impact on the #Groundwater flow in the #Chilterns, a long term concern for many, comes under scrutiny as #HS2Ltd as "" it is still far from clear whether HS2 is developing plans to mitigate for these impacts""",0,negative
"There you go with your ""coulds"" and ""woulds"". Have you actually worked out how to get #hs2 to Euston yet? Thought not LOL https://t.co/U6m59i1Qs0",0,negative
"I hadn't realised until now that my MP, @DLidington, is standing down at #GE2019.\nWhilst I wholeheartedly disagree with most of his policies, he has campaigned tirelessly to mitigate the impact of #HS2 and has always seemed a decent man.\nI wish him well.",0,negative
Daily briefing: \n- #HS2 Ltd hopes to recoup more than ?1bn in #Euston OSD sale https://t.co/khUiZcLk1g\n- Winners on ?30bn government framework revealed https://t.co/yjC4f2yJOK\n- Mayor rivals call for #SilvertownTunnel to be halted https://t.co/hE6MhLK1c4 https://t.co/Ld6e1QxIC4,0,negative
"Is #5G another #HS2? Where the project is being barrelled through without testing for risks, alternatives and long term effects? And the money goes to the snouts in the trough at the beginning and to hell with the dire negative consequences to the 99%? https://t.co/Jevbt6eGqw",0,negative
Remember when Greengauge 21 said #HS2 could be built for ?11Bn. Now part of 'High Speed Rail Leaders' they are making further unsubstantiated and wild claims to justify HS2 - Blatant Lies? Some might say so. https://t.co/MpHvgaRr8Q,0,negative
"#HS2 3 Main concerns\n1) The estimated 8m litres of water/day for the drilling, will bleed the aquifers dry\n2) Contaminated slurry will enter watercourses\n3) The tunnelling will mobilise pollutants in the chalk,  which will find end up in the aquifers\nhttps://t.co/Dk4PZXj3A6",0,negative
"#HS2 Ltd do not currently have a solution!\nAsked to comment on these 3 impacts, HS2 told ENDS it was working with both Thames &amp; Affinity Water &amp; EA to find a solution that did not ¡°affect the chalk aquifer or take any water from vulnerable chalk streams¡±.\nhttps://t.co/Dk4PZXj3A6",0,negative
"Like a desperate #HS2 gambler who keeps throwing the loosing dice trying to claw back his losses (intellectual and moral) but just gets deeper and deeper. Still, what the heck, its 'other people's money not his own' Triples all round!! https://t.co/0wCHmsji4s",0,negative
"#StopHS2 opinion on where the #Election2019 leaves the #HS2 #OakerveeReview : ""#Election2019 date means the Oakervee report on HS2 is coming, but will it be soon enough¡­."" @ https://t.co/A09znK3AEx",0,negative
"Environmentally aware people do not destroy Natural Environments, waste money on bribes or squander resources. Shame we can't say the same for HS2 or many of the Companies on their payroll. #HS2 #HSUK",0,negative
I spend a lot of time worrying about will they won¡¯t they stop the corrupt #hs2.....the same cabal of people that thrust #hs2 onto us and lied and deceived Parliament ......are the same people who did the same with #fracking @OdysseanProject https://t.co/al8zifc0Ut,0,negative
"#hs2 De Truth - When I travel to London for work I don¡¯t sit there thinking ¡®I wish this train was 2% faster¡¯, I sit there thinking ¡®I want the wifi to be better¡¯; and, ¡®why is this seat damp?¡¯\n\nhttps://t.co/Nks1nf8uUX",0,negative
"#hs2 De Truth- For the money we are spending, we could pick up Birmingham and move it 20 minutes closer to London. Or of course, we could dump the whole disastrous project and save the ?90bn or so that we haven¡¯t spent yet.\n\nhttps://t.co/Nks1nf8uUX",0,negative
"#hs2 De Truth- in 10yrs we¡¯ll be given a choice. Trudge down to Ldn, faff around on the underground, hop on a delayed train &amp; drink a bad cup of coffee &amp; eventually arrive in Brum. Or spend same time travelling through space to the other side of the world https://t.co/Nks1nf8uUX",0,negative
My 3&amp;half hr train journey just taken extra 2&amp;half with last leg by minibus We don't need #HS2 we need investment in railways we've already got. #StopHS2 @stophs2,0,negative
Just a reminder of how #SarahGreen is just awesome Can't tell you how honoured I am to call her my friend #HS2 #StopHS2 Help her! Please! @XRebellionUK https://t.co/qbUVly4RBr,0,negative
Come on! Wake Up It's being built right now! #StopHS2 #HS2 report warns Euston terminus risks years of major disruption https://t.co/GoUCDoGNn6,0,negative
Putting the #HS2 concrete bomb in this flood plain is not going to help!! Trapped shoppers spend night in Sheffield's #Meadowhall shopping centre https://t.co/Ztmq1esflQ via @MailOnline https://t.co/7DDNSAHTnV,0,negative
"Within the next 20 years business, either legally or commercially, will be forced to change their environmental impact. Transport such as #HS2 will be hit hardest for both commuter and business travel as companies invest in telecommunications",0,negative
So what made you change your mind @AndyBurnhamGM and support the environmentally devastating #hs2 beast which will facilitate Manchester airport expansion? #ClimateEmergency\n\nExclusive: Andy Burnham: I&amp;#039;m prepared to rebel against Labour over HS2 https://t.co/5L8sESwMyI,0,negative
"#HS2 Elizabeth Cairns\n\n""If this report is locked away people don't know what is happened and withholding information from the public when they need to make decisions based on important information like this - people need to decide how they want to vote.""\n\nhttps://t.co/qenKHDSiPC",0,negative
"#Crossrail was supposed to open a year ago - now delayed until 2021? #HS2 hasn't even been given the go ahead, the decision on which is delayed until 2020 and the scheme is already 7 years (!!!!!) behind schedule.\n\nWouldn't be my idea of fun standing up and explaining that LOL https://t.co/4i1P6Ghing",0,negative
Why am I not surprised! This should never have happened; a complete waste of time &amp; money!!! I supposed it¡¯s now beyond too late to scrap #HS2 / #Crossrail ?!? @BorisJohnson https://t.co/X1oYUF4POW,0,negative
Meanwhile......this is the route the new luxury high speed train is taking.......how many times have we been promised the cash for flood efenance and attenuation? Meanwhile #hs2 budget rises from ?32bn to ?100bn?! #floods #flooding https://t.co/5w4lq5ZJXz,0,negative
"In Oz, trading water access becomes a capitalist sport. How will we manage the conflicting needs of the environment &amp; our chalk aquifers with farming, increased population &amp; house, road &amp; #HS2 building and manufacturing? @Feargal_Sharkey @Ofwat @EnvAgency #chalkstreams #ecocide https://t.co/ZGXtllhTft",0,negative
"#Crossrail delayed, yet again? What possible chance of being able to deliver #HS2 on time or in budget? Oh, I forgot it has already blown its budget. Are any of the political parties planning to cancel the London to Birmingham phase?\n\n#ScrapHS2 #GeneralElection2019",0,negative
"How much will #HS2 property really cost?\n\nAt present no detailed breakdown of the HS2 project has been made available SINCE 2013, although March report Report in March stated ?2bn spent on 1,274 properties for phase 1 for ONLY 35% of the land required\n\nhttps://t.co/1O3bNiiWc4",0,negative
"DID the #HS2 review not include an investigation as to why it was only after royal assent for the bill was given that all the excess in costs came to public attention, when no longer at risk of the bill not passing into law?\n\nhttps://t.co/50h6oLrppa",0,negative
"That act of 'ecological vandalism', #HS2, would destroy ancient #woodlands &amp; huge swathes of #wildlife habitat, including here in #Cheshire. Pls ask candidates from the big parties about it when they come to your doorstep! #StopHS2 #GE2019 https://t.co/ygc43am4Ug",0,negative
"#HS2 Or is this how every infrastructure project gets done, shoot the bill first &amp; ask questions later?\n\nIf so, it makes me very sad that we live in a country where the planning laws can be so easily manipulated, on so vast a scale. \nhttps://t.co/50h6oLrppa",0,negative
"Good question by Rev Ian Sykes\n\n¡°You say that #HS2 HS2 will provide an extra 35,000 seats every hour out of London. Why do so many people want to leave? Where are they trying to go? How long is the queue?¡±\n\nhttps://t.co/C0hwZ29etR",0,negative
"That 90 million birds lost from the UK statistic... and yet we are tearing down their habitat for #hs2 I wonder how much insect life will also be lost? It¡¯s no less significant, they are all part of the ecosystem too. #stophs2 https://t.co/5KbgoSjcvg",0,negative
I wrote about the potential impact of #HS2 at Broadwater Lake in 2012. Very sad to see it has reached this stage 7 years later: https://t.co/FCYaZGSEm8 https://t.co/zsUrLAb0Q4,0,negative
"#HS2 ¡°If you are going to spend this amount of money on a transport system, it would be better spent giving the north a trans system that is fit for the 21stC. Anyone who believes getting to Brum to Ldn 15min quicker is a worthy investment needs a long hard look at themselves¡±",0,negative
They will be commuters travelling out of London on #HS2 to the provinces where the cost of living and housing is much cheaper\n#HS2 will ONLY benefit London - @BorisJohnson and the vested interests couldn¡¯t give a fig about the rest of us\nKill #HS2. I¡¯m still praying for a miracle https://t.co/KwefQMxKaP,0,negative
FFS @BorisJohnson ..... make up your mind on #hs2! Are you for it or not?! \n\n¡°I¡¯m not 100% behind it¡±...... 24 hrs before ¡°I have bought the argument the North need #hs2¡± \n\nEven @JayMitchinson @henrimurison the #northernpowerhouse lobbyists must think this is Wibble! https://t.co/u2lCb7nhgh,0,negative
Yes....run a bloody great environment destroying luxury high speed train through it......RSPB supported #hs2 knowing it would cull 2% of Uk Barn Owls! https://t.co/lzH6aH2hLI,0,negative
The 3 big parties may be trying to steal #TheBrexitParty's idea of tree planting but all are supporting #HS2 which threatens 108 ancient woodlands,0,negative
Rebuild the Great Central instead of building HS2? Here's why it's utter nonsense. https://t.co/ZImi8xigd4 via @wordpressdotcom I don't agree with Paul Bigland or #HS2. ERTA is only proposing to rebuild/new build south of the Leicester-Nuneaton lines to Rugby and Calvert.,0,negative
"#MostAnnoyingThingAboutTwitter is people who believe Boll@cks politicians post, end up supporting Parties that pioneered #HS2 or promoted abject #Racism even though they're dead against it (2 HUGE examples today) #WhenWillTheyEverLearn https://t.co/JEFb5txK0g",0,negative
"There are 52,000 ancient woodland sites in England.\n\n#HS2 would in fact affect 43 such sites, and &lt;20% of the total area of those will be lost.\n\nShifting freight from road to rail as HS2 makes train pathways available is ~60MtCO2; about half of all surface transport emissions. https://t.co/mfRotXvdbC",0,negative
"Whoever the next #government may be, I believe the #UK want to see #HS2 abandoned &amp; money ploughed into local services, to include #FloodDefences &amp; the removal of #Cladding on buildings.\n\nIt¡¯s futile having fast trains when people feel unsafe.",0,negative
"Trees accelerate growth as they get older and bigger, study finds https://t.co/l1Fl81Q1l1 #HS2 destroys 108 #AncientWoodlands but most importantly completely devegetates 25,649 acres mainly #CarbonSink That's more than all of the UK National Parks in total",0,negative
Our two new aircraft carriers for defence of the UK cost us ?4bn.  This government wants to spend more than ?88bn on a railway line #HS2 @CherylGillan  Go figure........,0,negative
"#HS2 should be scrapped, the only ones who will profit by it are the construction company and those hold the franchise¡¯s. https://t.co/fiI5QXiYAg",0,negative
"#HS2 has ¡®never made any sense¡¯ says Lord Tebbit https://t.co/ewBs10UuHS Remember #BrightonBombings this Man survived and speaks the truth His wife did not survive unscathed as my paralympic brother didnt in a car crash  #HS2 speaks ""dark assumptions"" https://t.co/2rhnvnVaxy",0,negative
They know if they scrap it #hs2 there will be scrutiny into where and how this enormous amount of money had been spent. I Bet all I own on huge amounts wasted(a la Grayling) or slithered away into pockets. And politicians say #nationalisation is bad? https://t.co/hJssbad6lJ,0,negative
Time for the next Government to rethink #HS2! https://t.co/deYK33uUy0 \n\n#Greenpeace #Ramblers #RSPB #WWF #TheWildlifeTrust @ChrisGPackham #climate #environment,0,negative
"Shocking to see this when we are in a #ClimateEmergency and in a SSSI . We need #HS2 stopped, much better to invest in upgrading existing transport networks. https://t.co/Lv0Vqq0Qrk",0,negative
